user_id,product_id,product_name,category,price,rating,user_previous_purchases,user_interests,interaction_type,timestamp
u1119,p2003,jeans,fashion,1799,4,bluetooth keyboard|moisturizer|wireless mouse,beauty|electronics,purchase,2025-10-26
u1025,p2003,jeans,fashion,1799,4,wireless mouse|moisturizer|running shoes,beauty|home & kitchen,cart,2026-01-07
u1021,p2002,t-shirt,fashion,799,1,face wash|laptop stand|cooking pan,electronics|beauty,purchase,2025-07-18
u1060,p4003,sunscreen,beauty,699,2,face wash|bluetooth keyboard|jeans,beauty|home & kitchen,cart,2025-12-18
u1087,p4001,face wash,beauty,399,2,jeans|moisturizer|wireless mouse,beauty|electronics,purchase,2025-08-26
u1101,p1002,laptop stand,electronics,1199,3,bluetooth keyboard|knife set|running shoes,fashion|home & kitchen,cart,2025-11-22
u1002,p4003,sunscreen,beauty,699,4,cooking pan|jeans|bluetooth keyboard,fashion|beauty,purchase,2025-09-20
u1071,p2002,t-shirt,fashion,799,3,mixer grinder|knife set|running shoes,electronics|fashion,cart,2025-09-13
u1035,p4001,face wash,beauty,399,3,mixer grinder|bluetooth keyboard|laptop stand,electronics|home & kitchen,cart,2025-08-25
u1046,p3002,knife set,home & kitchen,999,2,wireless mouse|moisturizer|mixer grinder,home & kitchen|fashion,view,2025-08-05
u1109,p2003,jeans,fashion,1799,5,face wash|running shoes|jeans,beauty|fashion,cart,2025-11-23
u1067,p4002,moisturizer,beauty,599,4,knife set|mixer grinder|bluetooth keyboard,fashion|electronics,purchase,2025-10-20
u1014,p1002,laptop stand,electronics,1199,2,mixer grinder|moisturizer|laptop stand,beauty|home & kitchen,view,2025-11-20
u1013,p3002,knife set,home & kitchen,999,4,running shoes|laptop stand|wireless mouse,home & kitchen|fashion,purchase,2025-08-04
u1089,p4001,face wash,beauty,399,1,t-shirt|wireless mouse|jeans,electronics|fashion,view,2025-11-18
u1083,p3002,knife set,home & kitchen,999,4,laptop stand|knife set|wireless mouse,fashion|home & kitchen,cart,2025-12-27
u1105,p4001,face wash,beauty,399,1,t-shirt|mixer grinder|wireless mouse,beauty|electronics,view,2025-08-31
u1012,p1002,laptop stand,electronics,1199,2,sunscreen|running shoes|mixer grinder,home & kitchen|beauty,purchase,2025-07-26
u1031,p4001,face wash,beauty,399,1,moisturizer|bluetooth keyboard|mixer grinder,home & kitchen|fashion,purchase,2025-08-16
u1045,p4002,moisturizer,beauty,599,2,knife set|moisturizer|cooking pan,beauty|home & kitchen,purchase,2025-09-30
u1064,p2003,jeans,fashion,1799,3,moisturizer|bluetooth keyboard|mixer grinder,home & kitchen|electronics,purchase,2025-10-19
u1108,p2003,jeans,fashion,1799,2,cooking pan|moisturizer|sunscreen,fashion|home & kitchen,purchase,2025-08-24
u1027,p3001,cooking pan,home & kitchen,1599,4,mixer grinder|t-shirt|jeans,home & kitchen|electronics,view,2026-01-02
u1036,p4001,face wash,beauty,399,3,wireless mouse|mixer grinder|bluetooth keyboard,fashion|beauty,view,2025-11-17
u1109,p2003,jeans,fashion,1799,1,wireless mouse|t-shirt|mixer grinder,electronics|beauty,cart,2025-10-11
u1019,p1003,bluetooth keyboard,electronics,1499,3,t-shirt|jeans|face wash,electronics|beauty,cart,2025-12-18
u1073,p3001,cooking pan,home & kitchen,1599,2,face wash|running shoes|laptop stand,fashion|electronics,cart,2025-07-18
u1089,p4001,face wash,beauty,399,5,laptop stand|face wash|t-shirt,beauty|fashion,cart,2025-12-21
u1099,p1001,wireless mouse,electronics,799,2,jeans|sunscreen|cooking pan,home & kitchen|beauty,purchase,2025-07-27
u1108,p4001,face wash,beauty,399,5,wireless mouse|moisturizer|cooking pan,beauty|electronics,view,2025-10-21
u1069,p4001,face wash,beauty,399,1,bluetooth keyboard|jeans|mixer grinder,electronics|beauty,purchase,2025-10-02
u1057,p4001,face wash,beauty,399,3,face wash|mixer grinder|laptop stand,electronics|home & kitchen,cart,2025-12-04
u1016,p2003,jeans,fashion,1799,4,laptop stand|knife set|face wash,beauty|fashion,cart,2025-12-20
u1051,p3003,mixer grinder,home & kitchen,3499,2,cooking pan|bluetooth keyboard|moisturizer,home & kitchen|fashion,cart,2025-10-01
u1083,p4001,face wash,beauty,399,1,running shoes|mixer grinder|face wash,electronics|beauty,cart,2025-09-22
u1041,p4002,moisturizer,beauty,599,3,face wash|laptop stand|moisturizer,home & kitchen|electronics,cart,2025-11-23
u1041,p2003,jeans,fashion,1799,3,face wash|moisturizer|wireless mouse,fashion|beauty,purchase,2025-09-19
u1079,p1003,bluetooth keyboard,electronics,1499,3,knife set|wireless mouse|running shoes,electronics|fashion,view,2025-12-20
u1014,p4003,sunscreen,beauty,699,1,wireless mouse|running shoes|face wash,electronics|home & kitchen,cart,2025-07-17
u1102,p1002,laptop stand,electronics,1199,2,t-shirt|knife set|moisturizer,beauty|electronics,purchase,2025-08-26
u1027,p2001,running shoes,fashion,2499,2,mixer grinder|sunscreen|t-shirt,home & kitchen|fashion,purchase,2025-07-16
u1085,p1001,wireless mouse,electronics,799,2,cooking pan|face wash|mixer grinder,beauty|electronics,view,2025-10-30
u1025,p4003,sunscreen,beauty,699,1,face wash|t-shirt|wireless mouse,home & kitchen|fashion,view,2025-10-03
u1084,p2002,t-shirt,fashion,799,3,moisturizer|sunscreen|jeans,beauty|home & kitchen,purchase,2025-10-04
u1029,p3001,cooking pan,home & kitchen,1599,5,mixer grinder|laptop stand|jeans,home & kitchen|fashion,view,2025-11-24
u1025,p3003,mixer grinder,home & kitchen,3499,5,knife set|mixer grinder|wireless mouse,beauty|home & kitchen,cart,2025-10-17
u1062,p3001,cooking pan,home & kitchen,1599,3,sunscreen|bluetooth keyboard|wireless mouse,fashion|home & kitchen,cart,2025-08-03
u1038,p2001,running shoes,fashion,2499,1,mixer grinder|t-shirt|wireless mouse,fashion|electronics,purchase,2025-10-31
u1028,p1003,bluetooth keyboard,electronics,1499,4,jeans|cooking pan|bluetooth keyboard,beauty|fashion,purchase,2025-07-21
u1078,p4002,moisturizer,beauty,599,2,moisturizer|running shoes|cooking pan,electronics|fashion,cart,2025-10-23
u1116,p4001,face wash,beauty,399,2,jeans|knife set|mixer grinder,electronics|beauty,purchase,2025-08-25
u1087,p2001,running shoes,fashion,2499,2,bluetooth keyboard|t-shirt|mixer grinder,electronics|home & kitchen,purchase,2025-08-19
u1117,p1003,bluetooth keyboard,electronics,1499,3,jeans|laptop stand|mixer grinder,beauty|home & kitchen,view,2026-01-03
u1097,p2003,jeans,fashion,1799,3,cooking pan|sunscreen|t-shirt,home & kitchen|fashion,view,2025-11-23
u1013,p1003,bluetooth keyboard,electronics,1499,5,bluetooth keyboard|wireless mouse|face wash,fashion|home & kitchen,purchase,2025-11-12
u1076,p2001,running shoes,fashion,2499,4,running shoes|moisturizer|wireless mouse,fashion|beauty,view,2025-09-04
u1108,p4001,face wash,beauty,399,4,knife set|moisturizer|jeans,electronics|home & kitchen,cart,2025-12-06
u1020,p2001,running shoes,fashion,2499,4,running shoes|wireless mouse|cooking pan,beauty|electronics,view,2025-07-23
u1025,p2001,running shoes,fashion,2499,3,laptop stand|bluetooth keyboard|knife set,home & kitchen|fashion,cart,2025-11-08
u1054,p3001,cooking pan,home & kitchen,1599,5,wireless mouse|face wash|cooking pan,fashion|electronics,purchase,2025-08-17
u1076,p3003,mixer grinder,home & kitchen,3499,4,mixer grinder|moisturizer|wireless mouse,beauty|electronics,view,2025-11-09
u1066,p3003,mixer grinder,home & kitchen,3499,1,cooking pan|wireless mouse|mixer grinder,home & kitchen|fashion,view,2025-10-28
u1056,p3001,cooking pan,home & kitchen,1599,3,t-shirt|sunscreen|knife set,electronics|home & kitchen,purchase,2025-12-28
u1088,p3003,mixer grinder,home & kitchen,3499,5,bluetooth keyboard|knife set|moisturizer,beauty|fashion,view,2025-11-25
u1099,p4001,face wash,beauty,399,3,sunscreen|mixer grinder|bluetooth keyboard,home & kitchen|electronics,cart,2026-01-04
u1022,p3002,knife set,home & kitchen,999,3,face wash|running shoes|knife set,beauty|electronics,purchase,2025-07-28
u1116,p4003,sunscreen,beauty,699,4,bluetooth keyboard|laptop stand|moisturizer,beauty|fashion,purchase,2025-10-10
u1010,p3003,mixer grinder,home & kitchen,3499,5,sunscreen|cooking pan|mixer grinder,electronics|home & kitchen,cart,2025-12-30
u1098,p1003,bluetooth keyboard,electronics,1499,2,jeans|face wash|bluetooth keyboard,electronics|beauty,purchase,2025-12-28
u1053,p2002,t-shirt,fashion,799,2,t-shirt|knife set|sunscreen,electronics|beauty,view,2026-01-10
u1079,p2002,t-shirt,fashion,799,1,wireless mouse|knife set|moisturizer,home & kitchen|fashion,purchase,2025-09-06
u1030,p2001,running shoes,fashion,2499,4,face wash|moisturizer|knife set,home & kitchen|electronics,view,2025-08-10
u1076,p1001,wireless mouse,electronics,799,2,running shoes|mixer grinder|t-shirt,electronics|beauty,view,2025-12-27
u1083,p2003,jeans,fashion,1799,1,wireless mouse|bluetooth keyboard|sunscreen,fashion|electronics,view,2025-12-14
u1053,p1003,bluetooth keyboard,electronics,1499,5,bluetooth keyboard|moisturizer|t-shirt,electronics|home & kitchen,cart,2026-01-01
u1011,p2002,t-shirt,fashion,799,5,jeans|sunscreen|cooking pan,beauty|electronics,view,2025-10-28
u1060,p1003,bluetooth keyboard,electronics,1499,2,laptop stand|t-shirt|jeans,home & kitchen|fashion,purchase,2025-11-18
u1078,p1001,wireless mouse,electronics,799,5,laptop stand|face wash|mixer grinder,beauty|electronics,purchase,2025-10-29
u1054,p4001,face wash,beauty,399,5,jeans|t-shirt|mixer grinder,fashion|beauty,purchase,2025-09-05
u1066,p4003,sunscreen,beauty,699,2,moisturizer|knife set|sunscreen,electronics|fashion,purchase,2025-10-28
u1024,p1001,wireless mouse,electronics,799,2,laptop stand|wireless mouse|knife set,beauty|fashion,purchase,2025-09-26
u1052,p1001,wireless mouse,electronics,799,2,jeans|sunscreen|mixer grinder,electronics|beauty,purchase,2025-10-30
u1032,p1002,laptop stand,electronics,1199,1,t-shirt|sunscreen|mixer grinder,fashion|beauty,purchase,2025-10-17
u1043,p3001,cooking pan,home & kitchen,1599,2,sunscreen|face wash|moisturizer,beauty|home & kitchen,cart,2025-10-16
u1118,p4002,moisturizer,beauty,599,2,knife set|sunscreen|wireless mouse,electronics|home & kitchen,purchase,2025-09-15
u1114,p3003,mixer grinder,home & kitchen,3499,3,jeans|knife set|cooking pan,beauty|fashion,purchase,2025-07-21
u1040,p3003,mixer grinder,home & kitchen,3499,1,mixer grinder|wireless mouse|running shoes,fashion|electronics,view,2025-10-31
u1107,p1001,wireless mouse,electronics,799,5,jeans|cooking pan|mixer grinder,electronics|fashion,cart,2025-11-24
u1076,p1002,laptop stand,electronics,1199,1,t-shirt|jeans|wireless mouse,fashion|electronics,cart,2025-11-11
u1047,p3002,knife set,home & kitchen,999,1,t-shirt|running shoes|mixer grinder,fashion|beauty,cart,2026-01-01
u1099,p2001,running shoes,fashion,2499,5,laptop stand|knife set|mixer grinder,beauty|electronics,view,2025-11-23
u1043,p3002,knife set,home & kitchen,999,1,sunscreen|mixer grinder|t-shirt,fashion|beauty,purchase,2025-07-21
u1016,p2001,running shoes,fashion,2499,5,sunscreen|wireless mouse|knife set,home & kitchen|fashion,view,2026-01-09
u1039,p1001,wireless mouse,electronics,799,1,moisturizer|face wash|laptop stand,fashion|electronics,view,2025-08-30
u1098,p4002,moisturizer,beauty,599,2,sunscreen|t-shirt|wireless mouse,fashion|home & kitchen,cart,2025-11-20
u1024,p2002,t-shirt,fashion,799,1,t-shirt|mixer grinder|jeans,home & kitchen|fashion,cart,2025-12-03
u1020,p2002,t-shirt,fashion,799,5,laptop stand|wireless mouse|face wash,beauty|home & kitchen,cart,2025-08-23
u1040,p2002,t-shirt,fashion,799,1,bluetooth keyboard|t-shirt|face wash,electronics|beauty,cart,2025-08-07
u1114,p2003,jeans,fashion,1799,4,mixer grinder|knife set|wireless mouse,electronics|beauty,purchase,2025-12-29
u1013,p3001,cooking pan,home & kitchen,1599,5,wireless mouse|laptop stand|cooking pan,home & kitchen|beauty,purchase,2025-08-02
u1107,p4003,sunscreen,beauty,699,3,sunscreen|knife set|face wash,fashion|electronics,view,2025-07-23
u1103,p3003,mixer grinder,home & kitchen,3499,4,laptop stand|knife set|face wash,electronics|beauty,view,2025-09-16
u1039,p4002,moisturizer,beauty,599,2,moisturizer|knife set|sunscreen,electronics|beauty,purchase,2025-11-05
u1116,p2003,jeans,fashion,1799,4,cooking pan|bluetooth keyboard|jeans,fashion|electronics,view,2025-12-25
u1060,p1002,laptop stand,electronics,1199,3,jeans|knife set|moisturizer,electronics|home & kitchen,purchase,2025-08-16
u1016,p3003,mixer grinder,home & kitchen,3499,1,laptop stand|cooking pan|sunscreen,fashion|home & kitchen,cart,2025-08-27
u1059,p3001,cooking pan,home & kitchen,1599,2,face wash|cooking pan|running shoes,electronics|fashion,cart,2025-10-04
u1008,p2003,jeans,fashion,1799,3,running shoes|face wash|cooking pan,home & kitchen|fashion,purchase,2025-07-17
u1030,p1003,bluetooth keyboard,electronics,1499,5,moisturizer|sunscreen|laptop stand,home & kitchen|beauty,purchase,2025-09-14
u1041,p3003,mixer grinder,home & kitchen,3499,1,laptop stand|knife set|bluetooth keyboard,fashion|electronics,purchase,2025-12-14
u1087,p4001,face wash,beauty,399,2,cooking pan|jeans|knife set,beauty|home & kitchen,view,2025-08-15
u1115,p4002,moisturizer,beauty,599,3,wireless mouse|bluetooth keyboard|moisturizer,home & kitchen|fashion,cart,2025-08-06
u1073,p3002,knife set,home & kitchen,999,3,running shoes|sunscreen|jeans,fashion|home & kitchen,cart,2025-10-14
u1011,p4001,face wash,beauty,399,3,wireless mouse|face wash|mixer grinder,home & kitchen|beauty,view,2025-10-08
u1115,p3003,mixer grinder,home & kitchen,3499,3,wireless mouse|sunscreen|mixer grinder,fashion|beauty,view,2025-11-11
u1055,p4003,sunscreen,beauty,699,4,face wash|cooking pan|jeans,home & kitchen|electronics,cart,2025-08-24
u1027,p4002,moisturizer,beauty,599,4,bluetooth keyboard|knife set|sunscreen,electronics|fashion,cart,2025-09-26
u1019,p2002,t-shirt,fashion,799,1,moisturizer|bluetooth keyboard|sunscreen,beauty|home & kitchen,view,2025-09-08
u1084,p3001,cooking pan,home & kitchen,1599,5,bluetooth keyboard|laptop stand|sunscreen,home & kitchen|electronics,cart,2025-08-04
u1023,p3002,knife set,home & kitchen,999,3,mixer grinder|cooking pan|sunscreen,home & kitchen|electronics,view,2025-11-24
u1054,p4001,face wash,beauty,399,5,wireless mouse|face wash|knife set,electronics|fashion,cart,2025-09-27
u1118,p3003,mixer grinder,home & kitchen,3499,4,face wash|jeans|wireless mouse,beauty|fashion,purchase,2025-10-08
u1014,p4001,face wash,beauty,399,5,knife set|laptop stand|bluetooth keyboard,fashion|electronics,view,2025-08-30
u1113,p4001,face wash,beauty,399,5,laptop stand|running shoes|knife set,beauty|fashion,purchase,2025-10-23
u1078,p1001,wireless mouse,electronics,799,5,jeans|mixer grinder|wireless mouse,home & kitchen|electronics,cart,2025-08-17
u1093,p2003,jeans,fashion,1799,1,cooking pan|jeans|t-shirt,fashion|beauty,purchase,2025-08-11
u1095,p2002,t-shirt,fashion,799,4,sunscreen|face wash|t-shirt,beauty|fashion,purchase,2025-11-28
u1073,p1001,wireless mouse,electronics,799,4,moisturizer|t-shirt|face wash,beauty|electronics,view,2025-12-09
u1064,p1002,laptop stand,electronics,1199,3,t-shirt|sunscreen|bluetooth keyboard,fashion|electronics,view,2025-12-13
u1077,p1003,bluetooth keyboard,electronics,1499,3,face wash|bluetooth keyboard|knife set,fashion|beauty,purchase,2025-11-11
u1062,p1003,bluetooth keyboard,electronics,1499,5,mixer grinder|wireless mouse|jeans,beauty|home & kitchen,view,2025-09-06
u1096,p3001,cooking pan,home & kitchen,1599,5,cooking pan|running shoes|knife set,electronics|beauty,purchase,2025-10-14
u1006,p4002,moisturizer,beauty,599,4,t-shirt|laptop stand|wireless mouse,electronics|home & kitchen,cart,2025-10-25
u1060,p4003,sunscreen,beauty,699,3,mixer grinder|running shoes|cooking pan,home & kitchen|electronics,view,2025-08-28
u1111,p3001,cooking pan,home & kitchen,1599,3,wireless mouse|t-shirt|knife set,home & kitchen|fashion,purchase,2025-07-20
u1005,p1002,laptop stand,electronics,1199,3,mixer grinder|moisturizer|jeans,home & kitchen|fashion,cart,2025-11-02
u1034,p1002,laptop stand,electronics,1199,2,t-shirt|moisturizer|face wash,home & kitchen|electronics,purchase,2025-07-22
u1075,p2001,running shoes,fashion,2499,1,mixer grinder|jeans|bluetooth keyboard,fashion|home & kitchen,purchase,2026-01-08
u1106,p1002,laptop stand,electronics,1199,4,wireless mouse|cooking pan|laptop stand,beauty|fashion,cart,2025-11-15
u1092,p2002,t-shirt,fashion,799,1,t-shirt|running shoes|wireless mouse,beauty|fashion,view,2025-08-11
u1084,p2001,running shoes,fashion,2499,5,face wash|moisturizer|laptop stand,beauty|home & kitchen,view,2025-10-06
u1084,p4002,moisturizer,beauty,599,3,face wash|bluetooth keyboard|laptop stand,electronics|home & kitchen,cart,2025-07-25
u1119,p1002,laptop stand,electronics,1199,3,moisturizer|knife set|t-shirt,home & kitchen|fashion,cart,2025-11-30
u1099,p1002,laptop stand,electronics,1199,1,t-shirt|wireless mouse|cooking pan,home & kitchen|electronics,cart,2025-11-04
u1022,p3002,knife set,home & kitchen,999,4,laptop stand|knife set|running shoes,home & kitchen|beauty,view,2025-12-05
u1069,p3001,cooking pan,home & kitchen,1599,3,running shoes|face wash|laptop stand,home & kitchen|fashion,view,2026-01-02
u1009,p1002,laptop stand,electronics,1199,2,face wash|t-shirt|knife set,beauty|electronics,purchase,2025-07-31
u1000,p1001,wireless mouse,electronics,799,3,moisturizer|cooking pan|t-shirt,electronics|fashion,cart,2025-08-16
u1000,p3003,mixer grinder,home & kitchen,3499,1,sunscreen|knife set|moisturizer,home & kitchen|electronics,purchase,2025-11-14
u1000,p3001,cooking pan,home & kitchen,1599,3,sunscreen|knife set|laptop stand,fashion|electronics,cart,2025-12-27
u1080,p4002,moisturizer,beauty,599,4,laptop stand|jeans|mixer grinder,fashion|beauty,cart,2025-07-29
u1025,p1003,bluetooth keyboard,electronics,1499,4,mixer grinder|wireless mouse|cooking pan,electronics|home & kitchen,view,2025-08-02
u1088,p2003,jeans,fashion,1799,1,knife set|laptop stand|sunscreen,electronics|beauty,view,2026-01-04
u1092,p4001,face wash,beauty,399,3,running shoes|knife set|cooking pan,beauty|fashion,cart,2025-08-27
u1106,p3002,knife set,home & kitchen,999,1,wireless mouse|sunscreen|jeans,beauty|electronics,cart,2025-12-11
u1027,p4002,moisturizer,beauty,599,5,moisturizer|mixer grinder|knife set,electronics|fashion,view,2025-12-23
u1004,p4003,sunscreen,beauty,699,1,bluetooth keyboard|knife set|wireless mouse,home & kitchen|fashion,view,2025-07-15
u1083,p1003,bluetooth keyboard,electronics,1499,4,wireless mouse|bluetooth keyboard|sunscreen,fashion|beauty,purchase,2025-11-28
u1106,p4001,face wash,beauty,399,5,laptop stand|sunscreen|moisturizer,home & kitchen|fashion,view,2025-12-25
u1102,p2001,running shoes,fashion,2499,5,cooking pan|jeans|sunscreen,fashion|beauty,purchase,2025-12-06
u1041,p2001,running shoes,fashion,2499,1,wireless mouse|face wash|bluetooth keyboard,fashion|beauty,cart,2025-12-05
u1096,p3001,cooking pan,home & kitchen,1599,2,bluetooth keyboard|jeans|mixer grinder,electronics|home & kitchen,purchase,2025-12-31
u1017,p1002,laptop stand,electronics,1199,4,moisturizer|face wash|cooking pan,electronics|beauty,view,2026-01-09
u1000,p1003,bluetooth keyboard,electronics,1499,4,laptop stand|moisturizer|face wash,fashion|electronics,purchase,2025-12-09
u1026,p1003,bluetooth keyboard,electronics,1499,2,moisturizer|t-shirt|mixer grinder,home & kitchen|electronics,view,2025-08-07
u1088,p1001,wireless mouse,electronics,799,3,face wash|bluetooth keyboard|knife set,beauty|fashion,cart,2025-09-25
u1000,p3003,mixer grinder,home & kitchen,3499,3,running shoes|sunscreen|laptop stand,beauty|fashion,purchase,2025-09-03
u1028,p3002,knife set,home & kitchen,999,2,moisturizer|sunscreen|running shoes,fashion|beauty,view,2025-12-03
u1087,p3002,knife set,home & kitchen,999,3,knife set|bluetooth keyboard|moisturizer,beauty|home & kitchen,cart,2025-11-18
u1055,p2002,t-shirt,fashion,799,1,jeans|face wash|knife set,beauty|home & kitchen,purchase,2025-11-26
u1020,p1001,wireless mouse,electronics,799,4,knife set|mixer grinder|laptop stand,beauty|home & kitchen,purchase,2025-08-15
u1041,p3001,cooking pan,home & kitchen,1599,3,running shoes|moisturizer|jeans,electronics|beauty,view,2025-12-16
u1030,p4003,sunscreen,beauty,699,4,cooking pan|running shoes|sunscreen,electronics|beauty,purchase,2025-09-08
u1006,p3001,cooking pan,home & kitchen,1599,4,bluetooth keyboard|running shoes|face wash,home & kitchen|beauty,cart,2025-12-07
u1058,p4003,sunscreen,beauty,699,3,running shoes|moisturizer|jeans,fashion|beauty,view,2026-01-02
u1088,p4001,face wash,beauty,399,4,wireless mouse|t-shirt|bluetooth keyboard,beauty|electronics,cart,2025-11-28
u1097,p2003,jeans,fashion,1799,5,running shoes|t-shirt|face wash,electronics|fashion,view,2025-08-16
u1070,p2001,running shoes,fashion,2499,5,laptop stand|cooking pan|mixer grinder,home & kitchen|beauty,cart,2025-09-14
u1035,p1001,wireless mouse,electronics,799,4,sunscreen|cooking pan|running shoes,electronics|home & kitchen,purchase,2025-11-15
u1114,p4001,face wash,beauty,399,1,bluetooth keyboard|face wash|wireless mouse,home & kitchen|beauty,cart,2025-09-03
u1004,p3001,cooking pan,home & kitchen,1599,4,mixer grinder|cooking pan|knife set,beauty|electronics,view,2025-12-20
u1071,p1001,wireless mouse,electronics,799,3,sunscreen|cooking pan|running shoes,electronics|home & kitchen,view,2025-07-29
u1011,p1001,wireless mouse,electronics,799,4,knife set|moisturizer|t-shirt,electronics|fashion,purchase,2025-08-14
u1003,p3002,knife set,home & kitchen,999,4,knife set|bluetooth keyboard|cooking pan,electronics|home & kitchen,purchase,2025-08-01
u1000,p4002,moisturizer,beauty,599,4,laptop stand|cooking pan|jeans,beauty|electronics,cart,2025-07-16
u1078,p3003,mixer grinder,home & kitchen,3499,1,face wash|running shoes|laptop stand,fashion|home & kitchen,purchase,2025-07-22
u1046,p1001,wireless mouse,electronics,799,1,laptop stand|cooking pan|jeans,home & kitchen|fashion,cart,2025-10-09
u1022,p4002,moisturizer,beauty,599,3,mixer grinder|laptop stand|sunscreen,electronics|beauty,view,2025-08-25
u1014,p4002,moisturizer,beauty,599,3,knife set|face wash|running shoes,electronics|home & kitchen,cart,2025-09-04
u1087,p3001,cooking pan,home & kitchen,1599,4,t-shirt|wireless mouse|laptop stand,fashion|electronics,cart,2025-09-04
u1067,p1002,laptop stand,electronics,1199,5,knife set|mixer grinder|moisturizer,fashion|electronics,cart,2025-07-22
u1088,p1002,laptop stand,electronics,1199,2,running shoes|knife set|laptop stand,beauty|electronics,cart,2025-12-22
u1013,p1003,bluetooth keyboard,electronics,1499,2,t-shirt|laptop stand|bluetooth keyboard,home & kitchen|beauty,purchase,2025-08-03
u1002,p2002,t-shirt,fashion,799,3,cooking pan|moisturizer|mixer grinder,electronics|home & kitchen,cart,2025-09-19
u1094,p4002,moisturizer,beauty,599,2,wireless mouse|t-shirt|running shoes,beauty|home & kitchen,purchase,2025-07-29
u1042,p3001,cooking pan,home & kitchen,1599,5,face wash|jeans|moisturizer,home & kitchen|fashion,purchase,2025-09-19
u1058,p2002,t-shirt,fashion,799,2,face wash|bluetooth keyboard|t-shirt,electronics|home & kitchen,cart,2025-10-07
u1036,p1001,wireless mouse,electronics,799,5,bluetooth keyboard|jeans|t-shirt,home & kitchen|beauty,view,2025-08-26
u1036,p1003,bluetooth keyboard,electronics,1499,1,bluetooth keyboard|moisturizer|sunscreen,electronics|beauty,view,2025-10-21
u1073,p1003,bluetooth keyboard,electronics,1499,5,knife set|t-shirt|jeans,electronics|beauty,purchase,2026-01-02
u1085,p2003,jeans,fashion,1799,2,jeans|bluetooth keyboard|sunscreen,home & kitchen|fashion,purchase,2025-10-25
u1015,p1001,wireless mouse,electronics,799,2,cooking pan|knife set|bluetooth keyboard,home & kitchen|electronics,view,2025-08-24
u1064,p2003,jeans,fashion,1799,2,moisturizer|t-shirt|knife set,fashion|home & kitchen,purchase,2025-09-19
u1043,p4003,sunscreen,beauty,699,5,laptop stand|knife set|wireless mouse,electronics|fashion,view,2025-10-24
u1003,p3001,cooking pan,home & kitchen,1599,3,face wash|running shoes|knife set,fashion|beauty,view,2025-08-08
u1082,p2001,running shoes,fashion,2499,1,face wash|mixer grinder|running shoes,fashion|beauty,view,2025-08-26
u1108,p3002,knife set,home & kitchen,999,4,moisturizer|sunscreen|laptop stand,home & kitchen|beauty,cart,2025-08-09
u1077,p3003,mixer grinder,home & kitchen,3499,4,wireless mouse|moisturizer|jeans,home & kitchen|beauty,cart,2025-10-04
u1047,p1001,wireless mouse,electronics,799,5,t-shirt|jeans|moisturizer,fashion|electronics,view,2025-11-16
u1093,p3002,knife set,home & kitchen,999,4,sunscreen|cooking pan|knife set,fashion|beauty,purchase,2025-09-26
u1017,p4001,face wash,beauty,399,4,face wash|laptop stand|bluetooth keyboard,electronics|home & kitchen,purchase,2025-10-17
u1008,p4001,face wash,beauty,399,3,cooking pan|laptop stand|wireless mouse,home & kitchen|fashion,cart,2025-11-27
u1071,p3002,knife set,home & kitchen,999,4,sunscreen|face wash|bluetooth keyboard,electronics|beauty,cart,2025-08-22
u1062,p1001,wireless mouse,electronics,799,4,t-shirt|face wash|sunscreen,home & kitchen|fashion,view,2026-01-04
u1101,p1001,wireless mouse,electronics,799,3,bluetooth keyboard|t-shirt|moisturizer,home & kitchen|beauty,cart,2025-11-26
u1062,p4003,sunscreen,beauty,699,4,moisturizer|running shoes|wireless mouse,beauty|electronics,view,2025-08-10
u1095,p2003,jeans,fashion,1799,4,face wash|knife set|sunscreen,home & kitchen|electronics,purchase,2025-12-11
u1047,p3003,mixer grinder,home & kitchen,3499,5,sunscreen|face wash|wireless mouse,fashion|beauty,view,2025-12-04
u1040,p3002,knife set,home & kitchen,999,3,sunscreen|bluetooth keyboard|jeans,electronics|beauty,cart,2025-09-25
u1081,p2003,jeans,fashion,1799,2,wireless mouse|t-shirt|moisturizer,beauty|fashion,purchase,2025-11-25
u1097,p1002,laptop stand,electronics,1199,3,face wash|bluetooth keyboard|mixer grinder,fashion|electronics,cart,2025-07-19
u1089,p4003,sunscreen,beauty,699,1,jeans|laptop stand|mixer grinder,fashion|beauty,view,2025-08-31
u1036,p2003,jeans,fashion,1799,2,knife set|cooking pan|jeans,electronics|beauty,view,2025-09-04
u1028,p2001,running shoes,fashion,2499,4,mixer grinder|face wash|sunscreen,beauty|electronics,view,2025-12-12
u1104,p1003,bluetooth keyboard,electronics,1499,3,wireless mouse|knife set|jeans,fashion|home & kitchen,view,2025-09-19
u1113,p4001,face wash,beauty,399,1,mixer grinder|jeans|bluetooth keyboard,fashion|beauty,view,2025-12-09
u1109,p4003,sunscreen,beauty,699,2,bluetooth keyboard|running shoes|t-shirt,electronics|beauty,view,2025-09-24
u1088,p1002,laptop stand,electronics,1199,2,laptop stand|wireless mouse|knife set,home & kitchen|beauty,view,2026-01-02
u1101,p4002,moisturizer,beauty,599,3,mixer grinder|face wash|wireless mouse,home & kitchen|beauty,view,2025-12-25
u1038,p4002,moisturizer,beauty,599,2,wireless mouse|laptop stand|moisturizer,electronics|fashion,view,2025-07-23
u1044,p1001,wireless mouse,electronics,799,2,laptop stand|bluetooth keyboard|t-shirt,fashion|electronics,purchase,2025-08-07
